股票代码,原始Layer,证券简称,公司全称,交易所,东方财富行业,证监会行业,公司简介,经营范围,公司官网,基础信息来源URL,抓取日期,抓取状态,抓取错误,原始Layer来源,是否属于事件前分类证据
002368,下游,太极股份,太极计算机股份有限公司,深圳证券交易所,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    太极计算机股份有限公司(以下简称“太极股份”)是国内电子政务、智慧城市和关键行业信息化的领军企业,2010年在深圳证券交易所上市。公司以“做中国最优秀的数字化服务提供商”为愿景,致力于成为“自主可控的主力军,数据运营的国家队,智能应用的引领者,员工价值的成就者”,腊准数字政府、数字企业、数字国防,着力打造自主通用产品,提升数据运营服务能力,推动行业智能创新应用,助推国家治理体系和治理能力现代化建设,成为网络强国、数字中国、智慧社会建设的中坚力量成立三十余年来,低砺奋进、精耕细作,太极股份以客户需求为导向,成为国家重大信息系统总体设计和工程建设的主要承担者,国家电子政务、网络信息安全以及关键行业政策和相关标准制定的倡导者与积极参与者,为党的领导和国防、外交、公共安全、宏观经济、金融、民生服务、工业生产等提供重要的信息化支撑作用。在持续为中央部委、地方政府、大型集团企业客户创造数字化价值过程中,公司树立了可信赖的“国家队”形象作为中国电子科技集团有限公司软件与信息服务龙头企业、自主可控总体单位、智慧城市与数字政府牵头单位,太极股份坚持创新驱动被列为国家科技部和中关村科技园区创新试点示范单位,连续多年被认定为国家规划布局内重点软件企业和全国软件产业收入前百家企业。此外,公司还是中国软件行业协会副理事长单位、中国智慧城市产业技术创新战略联盟副理事长单位、北京软件和信息服务业协会会长单位、智慧北京促进联盟理事长单位、信息技术应用创新工作委员会理事单位、WG12公共数据运营工作组成员单位,以及多个行业学协会的发起者和重要参与单位,携手合作伙伴和产业机构,共创和谐生态环境进入数字化时代,太极股份坚持以“数据驱动、云领未来、网安天下”为核心战略指引,聚焦数字政府、数字企业、数字国防等领域,加大布局云与数据服务、自主软件产品及数字基础设施等战略性新兴产业,探索数据开发利用的标准规范与创新思路,着力打造数字化咨询、数字技术与核心产品创新、资本与产业融合等核心能力,推进公司数字化转型,推动“数字中国”建设。创新融合,让我们的世界更智慧。","电子计算机及外部设备、集成电路、软件及通信设备化技术开发、设计、制造、销售、维护;承接计算机网络及应用工程;信息系统集成、电子系统工程、建筑智能化工程的设计、技术咨询及安装;专业承包;安全防范工程的设计与安装;提供信息系统规划、设计、测评、咨询;自营和代理各类商品和技术的进出口,但国家限定公司经营的或禁止的进出口商品和技术除外;物业管理;机动车公共停车场服务;医疗软件开发;销售医疗器械Ⅱ类;电力供应;经营电信业务;互联网信息服务。(市场主体依法自主选择经营项目,开展经营活动;电力供应、经营电信业务、互联网信息服务以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。)",www.taiji.com.cn,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002368,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
002371,上游,北方华创,北方华创科技集团股份有限公司,深圳证券交易所,电子设备-半导体-半导体材料,制造业-专用设备制造业,"    北方华创科技集团股份有限公司(以下简称“北方华创”)成立于2001年9月,2010年在深圳证券交易所上市,股票代码002371,是目前国内集成电路高端工艺装备的先进企业。北方华创以科技创新为基点,着眼未来,致力于加快推进北方华创向新型制造业的战略转型;致力于成为半导体基础产品领域值得信赖的引领者;致力于提升人类智能生活品质;致力于实现中国“智造强国”的梦想蓝图。北方华创主营半导体装备、真空及锂电装备、精密元器件业务,为半导体、新能源、新材料等领域提供解决方案。公司现有六大研发生产基地,营销服务体系覆盖欧、美、亚等全球主要国家和地区。未来的北方华创,将以半导体基础产品领域先进企业的姿态登上世界舞台,深耕发展,引领未来,坚持以客户为中心,以价值创造者为本,持续创新,推动产业进步,创造无限可能。",许可经营项目:组装生产集成电路设备、光伏设备、TFT设备、真空设备、锂离子电池设备、流量计、电子元器件;一般经营项目:销售集成电路设备、光伏设备、TFT设备、真空设备、锂离子电池设备、流量计、电子元器件;技术咨询;技术开发;技术转让;经济贸易咨询;投资及投资管理;货物进出口;技术及出口;代理进出口。,www.naura.com,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002371,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
002405,中游,四维图新,北京四维图新科技股份有限公司,深圳证券交易所,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    北京四维图新科技股份有限公司(股票代码:SZ002405)是聚焦汽车智能化领域的领军企业,2002年成立,2010年于深交所挂牌上市。公司从早期的位置服务提供商,逐步转型为以智能辅助驾驶为核心,覆盖智能座舱、车规级芯片、全球数据合规服务、高精度定位等业务的汽车智能化软硬一体全栈解决方案新型Tier1。2025年英文品牌焕新为SEEWAY.AI,标志着公司完成从“地图人”到“汽车人”再到“AI人”的战略跃迁。目前,公司智能辅助驾驶解决方案已实现从入门级到中高阶产品的全覆盖,2024-2025年累计斩获超600万套智能辅助驾驶方案新增定点,覆盖20+主流车企、120+定点车型;车规级芯片累计出货量超3亿颗。数据合规与地图平台已拓展至车联网全场景,为“国车出海”筑牢数据基座;同时提供全球定位服务、定位模组及P+V定位方案,支撑智能辅助驾驶、低空经济、具身智能等多行业的精准定位需求。公司拥有甲级测绘资质等多项权威认证与海量专利,客户覆盖全球主流车企。未来,公司将持续提升智驾规模化交付能力,拓展全球市场,以软硬一体、可持续迭代的解决方案,向舱驾协同一站式服务新阶段迈进,践行“赋能智慧出行,助力美好生活”的使命。",智能车载设备制造;智能车载设备销售;信息系统集成服务;人工智能行业应用系统集成服务;导航终端制造;导航终端销售;电子产品销售;汽车零配件零售;汽车零部件研发;汽车零部件及配件制造;卫星遥感应用系统集成;卫星通信服务;卫星遥感数据处理;卫星导航多模增强应用服务系统集成;卫星技术综合应用系统集成;卫星导航服务;地理遥感信息服务;测绘服务;人工智能基础资源与技术平台;数字文化创意内容应用服务;数字内容制作服务(不含出版发行);人工智能公共数据平台;信息安全设备制造;信息安全设备销售;集成电路销售;集成电路芯片及产品销售;导航、测绘、气象及海洋专用仪器制造;导航、测绘、气象及海洋专用仪器销售;数据处理和存储支持服务;数据处理服务;云计算装备技术服务;工业互联网数据服务;广告发布;卫星移动通信终端销售;软件开发;软件销售;人工智能应用软件开发;计算机软硬件及辅助设备零售;计算机软硬件及外围设备制造;信息系统运行维护服务;智能控制系统集成;计算机系统服务;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;信息技术咨询服务;单用途商业预付卡代理销售;技术进出口;货物进出口;电动汽车充电基础设施运营;充电桩销售;集中式快速充电站;机动车充电销售;智能输配电及控制设备销售;第一类增值电信业务;第二类增值电信业务;互联网直播技术服务;互联网信息服务;在线数据处理与交易处理业务(经营类电子商务);呼叫中心;互联网数据服务;物联网应用服务;物联网技术服务;网络技术服务。,www.seewayai.com,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002405,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
002415,中游,海康威视,杭州海康威视数字技术股份有限公司,深圳证券交易所,信息技术-计算机硬件-PC、服务器及硬件,制造业-计算机、通信和其他电子设备制造业,"    杭州海康威视数字技术股份有限公司成立于2001年,是一家专注技术创新的科技公司。秉承“专业、厚实、诚信”的经营理念,践行“成就客户、价值为本、诚信务实、追求卓越”的核心价值观,二十余年来,海康威视以视频技术为起点,逐步构建和完善以物联感知、人工智能、大数据为核心的智能物联(AIoT)技术体系,为千行百业提供安防和场景数字化产品与服务。公司的产品和技术,已在杭州亚运会、G20杭州峰会、北京奥运会、上海世博会、APEC会议、北京大兴机场、港珠澳大桥等重大项目中发挥了重要作用。海康威视致力于将物联感知、人工智能、大数据技术服务于千行百业,引领智能物联新未来:以全面的感知技术,帮助人、物更好地链接,构筑智能世界的基础;以丰富的智能产品,洞察和满足多样化需求,让智能触手可及;以创新的智能物联应用,建设便捷、高效、安心的智能世界,助力人人享有美好未来。","许可项目:Ⅱ、Ⅲ类射线装置生产;Ⅱ、Ⅲ类射线装置销售;放射性同位素生产(除正电子发射计算机断层扫描用放射性药物);Ⅱ、Ⅲ、Ⅳ、Ⅴ类放射源销售;建设工程施工;第二类增值电信业务;在线数据处理与交易处理业务(经营类电子商务);互联网信息服务;通用航空服务(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以审批结果为准)。一般项目:数字视频监控系统制造;数字视频监控系统销售;安防设备制造;安防设备销售;物联网设备制造;物联网设备销售;智能无人飞行器制造;智能无人飞行器销售;计算机软硬件及外围设备制造;计算机软硬件及辅助设备批发;通信设备制造;通信设备销售;网络设备制造;网络设备销售;显示器件制造;显示器件销售;仪器仪表制造;仪器仪表销售;智能仪器仪表制造;智能仪器仪表销售;智能车载设备制造;智能车载设备销售;汽车零部件及配件制造;汽车零配件批发;电气信号设备装置制造;电气信号设备装置销售;机械电气设备制造;机械电气设备销售;特种劳动防护用品生产;特种劳动防护用品销售;商用密码产品生产;电子产品销售;数字文化创意技术装备销售;充电桩销售;第二类医疗器械销售;软件开发;网络与信息安全软件开发;软件销售;信息系统集成服务;计算机系统服务;物联网技术研发;物联网技术服务;物联网应用服务;大数据服务;数据处理和存储支持服务;安全系统监控服务;安全技术防范系统设计施工服务;环境保护监测;集中式快速充电站;停车场服务;电子、机械设备维护(不含特种设备);通用设备修理;仪器仪表修理;数字文化创意内容应用服务;健康咨询服务(不含诊疗服务);市场营销策划;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;业务培训(不含教育培训、职业技能培训等需取得许可的培训);货物进出口;技术进出口(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)。(以公司登记机关核定的经营范围为准)。",www.hikvision.com,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002415,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
002439,下游,启明星辰,启明星辰信息技术集团股份有限公司,深圳证券交易所,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    启明星辰信息技术集团股份有限公司成立于1996年,2010年在深交所中小板挂牌上市(股票代码:002439),2024年正式成为中国移动专责网信安全专业子公司,全面开启高质量可持续发展的新阶段。在中国移动的引领下,启明星辰全面贯彻“总体国家安全观”,发挥国资央企“科技创新、产业控制、安全支撑”三大作用,肩负起中国移动“安全核心技术攻坚者、安全产品服务引领者、安全运营体系支撑者”三大角色。启明星辰锚定“成为世界一流网信安全科技创新公司”的总体目标,坚守主责主业、坚持守正创新,勇当中国网信安全的国家队和主力军。公司秉持“技术原生化、创新场景化、交付运营化、服务数智化”的安全理念,从“能力、产品、解决方案、用户场景、生命周期和体验”六个维度,打造七大类安全产品,形成场景驱动、结果导向、反馈闭环的安全业务价值交付模式,构建健康可持续的安全生态。多年来,启明星辰持续深耕网信安全领域,是唯一全部参与等保2.0四个标准起草的安全企业,也是支撑工信部、中国信息安全测评中心运营NVDB、CNNVD两个国家级漏洞库的安全厂商。公司始终以用户的需求为根本动力,将场景化安全思维融入到客户的实际业务环境中,不断地进行创新实践,帮助客户建立起完善的安全保障体系,逐渐成为政府、金融、能源、运营商、税务、交通、制造等企业级客户的首选品牌。公司在基础安全、工控安全、数据安全、安全运营、物联网安全、应用安全等领域,已有二十余款拳头产品获得国际/国内多家权威机构高度认可,持续多年保持业内第一品牌。作为2008年北京奥组委核心信息安全产品、服务及解决方案提供商,启明星辰得到了国家主管部门的高度认可。之后,公司历经世博会、亚运会、G20峰会、一带一路峰会、上合峰会、博鳌亚洲论坛、国庆70周年、建党100周年以及嫦娥号、天宫号、玉兔号等众多国家级重大安保项目洗礼,积累了丰富的实战经验,成为国家网络安全事业不可或缺的主力军。2000年公司成立党组织,2010年升格为党委,下设14个党支部。公司于2006年被中共中央组织部授予“全国先进基层党组织”称号,并连续25年被评为中关村优秀基层党组织。“党旗引领发展,星光引航成长”,公司始终坚持党建引领发展,将党建融入企业创新实践,构筑独具特色的创新生态,为保卫国家网信安全持续贡献力量。同时,启明星辰积极践行社会责任,规范公司治理,自2024年起每年发布可持续发展ESG报告。凭借在ESG管理、实践和信息披露等方面的优异表现,公司成为国内网信安全行业唯一入选中央广播电视总台""中国ESG上市公司央企先锋100(2025)""和“中国ESG上市公司科技创新先锋30(2024)”榜单的企业,并连续两年入选""中国ESG上市公司京津冀先锋50""榜单,获多项权威认可。公司总部位于北京市海淀区中关村软件园启明星辰大厦,并在各省、市、自治区设立了研发中心及分支机构,拥有覆盖全国的渠道和服务体系,为国家、用户提供高水平安全服务、高质量安全产品、高安全供给能力。","货物进出口;技术进出口;代理进出口;技术开发、技术转让、技术咨询、技术服务;信息咨询(中介除外);投资咨询;销售针纺织品、计算机软硬件、机械设备、电器设备、仪器仪表(涉及配额许可证管理、专项规定管理的商品按照国家有关规定办理);出租办公用房;计算机设备租赁;计算机技术培训。(市场主体依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。)",www.venustech.com.cn,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002439,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
002463,上游,沪电股份,沪士电子股份有限公司,深圳证券交易所,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,"    沪士电子股份有限公司(以下简称“公司”)于1992年在江苏省昆山市设立,并于2010年在深圳证券交易所中小企业板挂牌上市,股票代码为:002463,股票简称为:沪电股份。公司自成立以来一直立足于印制电路板的研发设计和生产制造,秉持“成长、长青、共利”的经营理念,专注执行既定的“聚焦PCB主业、精益求精”的稳定成长战略,在全体员工的努力下,经过多年的市场拓展和品牌经营,现已发展成为印制电路板行业内的重要品牌之一,在行业内享有盛誉。公司主导产品广泛应用于通讯设备、汽车、工业设备、数据中心、网通、微波射频、半导体芯片测试等多个领域。","生产单、双面及多层电路板、高密度互连积层板(HDI)、电路板组装产品、电子设备使用的连接线和连接器等产品并销售自产产品,从事与本企业生产同类和相关产品的批发、进出口业务,公司产品售后维修及技术服务,普通货物道路运输,工业机器人制造,工业机器人销售;住房租赁。",www.wustec.com,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002463,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
002607,下游,中公教育,中公教育科技股份有限公司,深圳证券交易所,文化传媒-教育-成人教育,教育-教育,"    中公教育科技股份有限公司是国内大型的公共就业与再就业服务提供商,公司勇担时代使命,持续创造新的市场,以友善利他之心服务社会。面向广大知识型人群,中公教育主营业务横跨公共服务岗位招录考试培训、学历提升、职业资格和职业能力培训等3大板块,主要服务于18岁—45岁的大学生、大学毕业生和各类职业专才等知识型就业人群。公司汇聚了近万名员工,同时具备全职教研团队,并在全国各地设有直营分支机构。近年来,公司积极拓展业务版图,已进入产教融合、乡村振兴人才培训、人力资源服务等领域,旨在更好为各类就业群体服务,助力实现高质量就业。","教育科技领域内的技术开发、技术服务、技术推广、技术转让、技术咨询,教育培训(仅限分支机构开展此业务);承办展览展示服务;组织文化艺术交流活动(不含演出);会议服务;企业管理咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",www.offcn.com,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002607,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
002777,中游,久远银海,四川久远银海软件股份有限公司,深圳证券交易所,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    四川久远银海软件股份有限公司是智慧民生的服务商,股票代码002777。在30余年的发展历程中,铸实奋斗底色,践行国企担当。秉承""科技服务民生""的使命,弘扬""创新、奋斗、共赢""的企业精神,专注民生领域的信息化服务与创新,为客户和社会创造价值。公司是深耕健康中国、数字中国国家战略的高新技术企业,具备CMMI5、ITSS、信息安全服务等行业一级资质,参与了50余项国际国家标准、行业标准及地方标准的制定,拥有2100余项具备自主知识产权的软件产品和软件著作权。公司聚焦医疗医保、数字政务、智慧城市三大战略方向,面向政府部门和行业生态主体,以四川、西南、华东、华南、华中、华北、西北、东北8大区域及全国30余个分支机构为服务网络,利用大数据、云计算、区块链、人工智能及移动互联等技术,实现科技赋能民生。","一般项目:软件开发;信息系统运行维护服务;信息系统集成服务;网络与信息安全软件开发;网络技术服务;大数据服务;数据处理服务;数据处理和存储支持服务;人工智能公共数据平台;人工智能基础软件开发;人工智能应用软件开发;人工智能理论与算法软件开发;人工智能通用应用系统;人工智能行业应用系统集成服务;智能机器人的研发;云计算装备技术服务;物联网技术服务;互联网数据服务;计算机系统服务;信息技术咨询服务;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;集成电路设计;计算机软硬件及外围设备制造;计算机软硬件及辅助设备零售;计算机软硬件及辅助设备批发;计算机及通讯设备租赁;网络设备制造;网络设备销售;通讯设备销售;电子产品销售;文化、办公用设备制造;办公设备销售;办公设备租赁服务;货币专用设备制造;货币专用设备销售;第二类医疗器械销售;软件外包服务;货物进出口;技术进出口;教育咨询服务(不含涉许可审批的教育培训活动);健康咨询服务(不含诊疗服务);非居住房地产租赁。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)许可项目:第二类增值电信业务;建筑智能化系统设计;药品零售。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)",www.yinhai.com,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002777,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300020,下游,ST银江,银江技术股份有限公司,深圳证券交易所,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    银江技术股份有限公司是中国领先的数字城市建设运营服务商,中国第一批创业板上市企业,股票代码:300020。公司率先在国内提出智慧城市理念,以人工智能、大数据、物联网等新一代信息技术构建城市大脑,秉承“软件设计、系统交付、数据运营”三位一体的经营策略,推动城市建设、社会治理、民生服务,赋能智慧治理、智慧交通、智慧健康等领域高质量发展。","一般项目:交通、医疗、建筑、环境、能源、教育智能化及信息化技术开发、技术服务、成果转让、设计,工业自动化工程及产品、电力、电子工程及产品、机电工程及产品的设计、技术开发、技术服务、成果转让,停车服务,城市给排水系统设施的建设、运营、管理,城市地下综合管廊工程的施工、运营、管理,安全技术防范工程的设计、施工、维护,智慧城市信息化的技术研发与咨询服务,计算机系统集成及技术服务,数据处理技术服务,软件开发,电子产品、计算机软硬件及设备的销售,从事进出口业务,实业投资。许可经营:第一类增值电信业务,第二类增值电信业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",www.enjoyor.net,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300020,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300033,中游,同花顺,浙江核新同花顺网络信息股份有限公司,深圳证券交易所,互联网-互联网金融-其他互联网金融,金融业-其他金融业,"    浙江核新同花顺网络信息股份有限公司(300033)公司成立于2001年,总部位于杭州未来科技城,是国内第一家互联网金融信息服务业上市公司,是业内唯一一家国家信息化试点工程单位。技术创新作为公司的驱动力,公司长期坚持技术创新,实践“让投资变得更简单”的理念。公司是国内领先的互联网金融信息服务提供商,也是最大的网上证券交易系统供应商之一。公司深耕金融信息服务行业近三十年,在产品、客户、商业模式、品牌、技术、数据等方面具有独特而明显的优势。公司拥有面向产业链上下游构建的产品及服务体系,可提供形式多样、品种丰富的产品及服务,有效满足不同类型不同层次客户的需求;公司拥有庞大而活跃的用户群,有利于构建基于产业链的生态圈,打造领先而灵活的商业模式;公司拥有良好的品牌形象,近三十年的持续稳健经营与优质服务,在证券市场中已取得较高的知名度和美誉度;公司每年投入大量资源用于新产品、新技术的研究开发与应用,深入探索前沿技术在行业中的应用,特别是在人工智能技术应用方面,已取得一定成效;同时,公司拥有来源丰富的海量金融数据资源,并具有高效的数据处理与服务能力,为公司进行差异化竞争奠定良好的基础。1、产品优势公司拥有完整的产品及服务体系,提供产品和服务内容主要包括:为机构客户提供网上交易软件及系统维护,金融数据、智能推广等产品及服务;为个人投资者提供金融资讯和信息服务、投资理财分析工具、理财产品交易服务、投资社区交流服务等。产品结构合理,品种多样,可以有效满足产业链上下游不同层次客户的需求。基于公司丰富的行业经验与领先,公司已在大模型+金融投顾、大模型+智能客服、大模型+智能投研、大模型+代码生成、大模型+法律咨询、大模型+办公助手、大模型+翻译、大模型+医疗等多个领域推出了产品。经过多年的沉淀,公司产品具备了较好用户体验度和较强用户黏性,深受广大客户好评,形成了明显的竞争优势。2、客户资源公司业务平台覆盖了证券市场中的多种客户群体。在机构客户方面,已服务国内90%以上的证券公司,并扩展至大量公募基金、私募基金、银行、保险公司、政府、科研院所及上市公司等机构。个人用户方面,公司拥有庞大且活跃的用户群体。凭借广泛的机构客户和活跃的个人投资者,公司的互联网金融信息服务生态圈得以快速发展,推动产品与服务的创新和迭代,确保市场快速接受,展现出明显的客户资源优势。3、技术优势公司是国内领先的互联网金融信息服务提供商及金融智能化解决方案供应商,始终保持技术与应用的创新,近三年研发经费占公司总收入的25%以上。公司积极与国内外知名院校开展产学研合作,建立了多个研发平台,包括国家级博士后工作站、省级重点企业研究院和高新技术企业研发中心等。凭借持续的技术积累与探索,公司在技术储备和研发能力方面处于行业领先地位。公司较早布局移动互联网、云计算、大数据、智能搜索、语音语义、图形图像及生成式人工智能等领域,拥有一支成熟、稳定的技术研发团队。强大的技术实力使公司在行业中保持领先地位,并引领行业高质量发展。公司是行业内率先完成人工智能大模型备案的公司,并已完成7项生成式算法备案。4、人力资源优势公司十分重视人力资源建设,注重人才的引进、培养和开发,通过内部培养和外部引进相结合的方式,不断扩充和优化人才,形成了一支专业素质过硬、朝气蓬勃的人才队伍。公司的研发团队,具有丰富的工作经验,有较强的稳定性和凝聚力,对市场现状、客户需求、核心技术和发展趋势有着深刻的了解,可以准确把握市场动向,确保公司的长期稳健发展。公司人才队伍不断壮大,人才结构不断升级。公司研发人员帮助公司解决金融信息服务创新、人工智能技术研发关键问题,引领公司技术创新,人力资源优势明显。5、数据资源优势公司拥有业内领先、规模庞大、历史数据丰富的数据库资源,涵盖了互联网用户数据、新闻资讯、宏观经济数据、行业经济数据、企业研究报告、企业信息、上市公司信息披露、招投标等结构化和非结构化数据,以及交易所、信息公司、政府部门、科研机构、高等院校、宏观经济研究机构和专业行业数据公司等机构提供的授权数据。这些数据不仅满足了客户多样化的需求,还为公司人工智能算法训练、AI大模型训练提供了数据基础。6、品牌优势作为中国最早从事互联网金融信息服务的企业之一,公司通过多年的技术、经验和客户资源积累,较为准确地把握了市场发展趋势和客户需求,开发出了拥有较高市场影响力和广泛客户基础的优势产品。公司一直持续稳健的经营,坚持为市场提供优质服务,在业内积累了较高的口碑和知名度,树立了良好的品牌形象。行业新进入者难以在短时间内树立品牌优势并获得客户的认可。","许可经营项目:第二类增值电信业务中的信息服务业务(不含固定网电话信息服务)(具体内容详见许可证)。一般经营项目:计算机、电子产品的技术开发、技术服务、成果转让,计算机软硬件的销售,设计、制作、发布、代理国内外各类广告。(上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目)。",www.10jqka.com.cn,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300033,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300036,下游,超图软件,北京超图软件股份有限公司,深圳证券交易所,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    北京超图软件股份有限公司(股票代码:300036)成立于1997年,是聚焦地理信息软件(Geographic Information Software,广义GIS)和空间智能(Geospatial Intelligence,GI)领域的基础软件与应用软件厂商,是信创、时空大数据、人工智能、虚拟现实等领域的重要参与者。旗下SuperMap软件是亚洲第一大、全球第二大GIS软件,是数字中国、数字政府、企业数字化、数字孪生、元宇宙、智慧城市的重要技术底座。超图软件旗下拥有超图信息、南京国图、上海数慧、上海南康、世纪安图、地图慧等子品牌,目前在国内115个地级及以上城市、海外20多个国家有常驻员工,50多个国家有代理商,100多个国家有用户。超图软件以“创新空间智能,升维IT价值”为企业使命,以“用空间智能点亮世界每个角落”为企业愿景,致力于为全球更多用户打造领先的GI&GIS技术和产品。","一般项目:技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;地理遥感信息服务;卫星遥感应用系统集成;信息系统集成服务;软件开发;软件销售;技术进出口;货物进出口;贸易经纪;信息技术咨询服务;非居住房地产租赁;会议及展览服务;组织文化艺术交流活动。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)许可项目:第二类增值电信业务;建设工程施工。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)(不得从事国家和本市产业政策禁止和限制类项目的经营活动。)","www.supermap.com.cn,www.supermap.com",https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300036,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300058,下游,蓝色光标,北京蓝色光标数据科技集团股份有限公司,深圳证券交易所,文化传媒-营销服务-营销服务,租赁和商务服务业-商务服务业,"    北京蓝色光标数据科技集团股份有限公司是一家为企业智慧经营全面赋能的营销科技公司。蓝色光标及其旗下子公司的主营业务包括:全案推广服务(数字营销、公共关系、活动管理等)、全案广告代理(数字广告投放、中国企业出海广告投放以及智能电视广告业务代理等)以及元宇宙营销(虚拟人、虚拟物品以及虚拟空间),服务内容涵盖营销传播整个产业链,以及基于营销科技的智慧经营服务,服务地域基本覆盖全球主要市场。蓝色光标业务的历史最早可以追溯至1996年。蓝色光标于2010年在深圳证券交易所创业板上市(股票代码:300058)。公司总部位于北京,在中国各大区域设有分支机构,并在北美、欧洲以及亚太其他国家和地区拥有国际业务网络。蓝色光标持续服务于约3,000个国内外品牌客户,其中财富500强企业100多个。客户涵盖游戏、汽车、互联网及应用、电子商务、高科技产品、消费品、房地产以及金融八大行业的知名品牌。蓝色光标位列北京民营企业百强第16名,北京民营企业文化产业百强,《财富》中国500强企业,中国民营企业500强第195位,是首都文化企业30强单位、北京文化产业投融资协会联席会长单位、首都文化产业协会常务理事单位、中国广告协会副会长单位、中国4A协会副理事长单位。蓝色光标不断探索营销新技术新方法,累计拥有超百项技术专利及软件著作权,同时不断推动文化科技融合、引领行业变革,被北京市科委认定为“众创空间”和“北京市设计创新中心”。","大数据、计算机软件、网络、系统集成的技术开发、技术转让、技术服务、技术咨询;企业策划;企业形象策划;营销信息咨询;公关咨询;会议服务;公共关系专业培训;设计、制作、代理、发布广告;货物进出口、代理进出口、技术进出口。(市场主体依法自主选择经营项目,开展经营活动。以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。)",www.bluefocusgroup.com,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300058,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
