uuid,title,host_source,display_time,importance,url,subject_importance_to_show,type_tag,company_name
265664a21ac7cab,中小基金产品“星光闪耀”，业绩TOP20都低于20亿，百亿基怎么都落榜了？,同花顺整理,1735516701,0,https://www.cls.cn/detail/1903414,☆☆☆☆☆,"[{'full_name': '海光信息技术股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'T000233634', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['001001', '212001', '216011', '020001', '020006'], 'subject_importance_list': None}]",海光信息技术股份有限公司
8e1a398a69fc7e9a,公募基金业绩角逐进入冲刺阶段：“冠军基”几乎无悬念，年内亏损最高达36.34%,金融界,1735516405,0,https://fund.jrj.com.cn/2024/12/30075046922119.shtml,☆☆☆☆☆,"[{'full_name': '海光信息技术股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'T000233634', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['001001', '212001', '020001', '020006', '216011'], 'subject_importance_list': None}]",海光信息技术股份有限公司
e9695a911984a94a,基金公司自购股票型基金超26亿元 创年度历史新高,天天基金网,1735494700,0,https://fund.eastmoney.com/a/202412303281992954.html,☆☆☆☆☆,"[{'full_name': '海光信息技术股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'T000233634', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['001001', '212001', '020001', '020006', '216011'], 'subject_importance_list': None}]",海光信息技术股份有限公司
7e7b555480cfe44a,公募年内最新榜单揭晓！近八成实现正收益！QDII基金表现领先,私募排排网,1735449595,0,https://www.simuwang.com/news/274427.html,☆☆☆☆☆,"[{'full_name': '海光信息技术股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'T000233634', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['001001', '212001', '216011', '020001', '020006'], 'subject_importance_list': None}]",海光信息技术股份有限公司
b2e7c477a66eb6f5,“硝烟”弥漫8小时 基金决战2024最后一刻,上海证券报,1735401600,0,http://paper.cnstock.com/html/2024-12/29/content_2012249.htm,☆☆☆☆☆,"[{'full_name': '海光信息技术股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'T000233634', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['001001', '212001', '216011', '020006', '020001'], 'subject_importance_list': None}]",海光信息技术股份有限公司
5ec71a038fad3792,年内涨超75%，公募年度“冠军基”已基本锁定,澎湃新闻网,1735369680,0,https://www.thepaper.cn/newsDetail_forward_29777210,☆☆☆☆☆,"[{'full_name': '海光信息技术股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'T000233634', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['001001', '212001', '216011', '020001', '020006'], 'subject_importance_list': None}]",海光信息技术股份有限公司
6c43a92748ceadb0,软通动力旗下PC品牌“机械革命”斩获2024京东金榜新品金奖，软硬一体赋能产业转型升级,搜狐-北京市,1735129578,0,https://www.sohu.com/a/841809580_135869,☆☆☆☆☆,"[{'full_name': '海光信息技术股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'T000233634', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['001001', '216011', '212001', '020001', '020006'], 'subject_importance_list': None}]",海光信息技术股份有限公司
ed963b28594b677,海光信息涨11.26%，民生证券一日前给出“买入”评级,网易,1735115498,0,https://www.163.com/dy/article/JK9385LQ051984TV.html,☆☆☆☆☆,"[{'full_name': '海光信息技术股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'T000233634', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['216011', '020006', '001001', '020001', '212001'], 'subject_importance_list': None}]",海光信息技术股份有限公司
115ae1f20174b965,海光信息吴宗友：下一个十年将在开放产业生态上下苦功夫,集微网,1735112519,0,https://laoyaoba.com/n/928044,☆☆☆☆☆,"[{'full_name': '海光信息技术股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'T000233634', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['216011', '020006', '001001', '020001', '212001'], 'subject_importance_list': None}]",海光信息技术股份有限公司
2220fd6eb6c112bc,2024年12月25日，海光信息日内振幅超过7%,同花顺金融研究中心,1735090624,2,,★★☆☆☆,"[{'full_name': '海光信息技术股份有限公司', 'subject_importance': 2, 'subject_risk': '市场预警--交易异常波动', 'orgid': 'T000233634', 'subject_code': None, 'subject_name': None, 'emotion': 'NEG', 'subject_risk_list': ['R00003', 'R00003007'], 'org_types': ['020006', '216011', '212001', '001001', '020001'], 'subject_importance_list': ['stock@2']}]",海光信息技术股份有限公司
873872be33c6bc4d,估值2000亿！荣耀IPO进程渐近,格隆汇资讯-公司信息,1735464013,0,https://www.gelonghui.com/news/4918614,☆☆☆☆☆,"[{'full_name': '曙光信息产业股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '00057892', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['020006', '020001', '216001', '212001', '002', '001001'], 'subject_importance_list': None}]",曙光信息产业股份有限公司
5b703fba8cb31f5e,新华社聚焦芜湖新地标！,微信-芜湖发布,1735196314,0,https://mp.weixin.qq.com/s?__biz=MjM5MzYwMTY5NQ==&idx=1&mid=2651087665&sn=29aa6a3ccb9475cb15ecf16553869b37,☆☆☆☆☆,"[{'full_name': '曙光信息产业股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '00057892', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['216001', '212001', '002', '001001', '020006', '020001'], 'subject_importance_list': None}]",曙光信息产业股份有限公司
f7ee0c25f98dbf0b,大模型·大未来｜大模型持续迭代，业内：明年有望在多方面取得突破,网易,1735195943,0,https://www.163.com/dy/article/JKBG3TDO0511U82T.html?spss=dy_author,☆☆☆☆☆,"[{'full_name': '曙光信息产业股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '00057892', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['212001', '020001', '020006', '216001', '001001', '002'], 'subject_importance_list': None}]",曙光信息产业股份有限公司
2bb2b37b6b779561,【科创启明星】深扎根 壮主干 繁枝叶 中科曙光抢占算力基础设施新高地,微信-e公司,1735172344,0,https://mp.weixin.qq.com/s/fmntLHMBsMSggP96-qnAfg,☆☆☆☆☆,"[{'full_name': '曙光信息产业股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '00057892', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['212001', '020001', '020006', '216001', '001001', '002'], 'subject_importance_list': None}]",曙光信息产业股份有限公司
877f56da0eb6c90c,深扎根 壮主干 繁枝叶 中科曙光抢占算力基础设施新高地,证券时报,1735151339,0,http://epaper.stcn.com/con/202412/26/content_2725695.html,☆☆☆☆☆,"[{'full_name': '曙光信息产业股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '00057892', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['212001', '020001', '020006', '216001', '001001', '002'], 'subject_importance_list': None}]",曙光信息产业股份有限公司
6e7873a751cff043,中科曙光与2024年度流行语！,微信-中科曙光,1735121114,0,https://mp.weixin.qq.com/s?__biz=MzA5MzMxOTEwMA==&idx=1&mid=2650996435&sn=a2c270089c2c2053d4fed82d4ceeb511,☆☆☆☆☆,"[{'full_name': '曙光信息产业股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '00057892', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['212001', '020001', '020006', '216001', '001001', '002'], 'subject_importance_list': None}]",曙光信息产业股份有限公司
181ee7cda516dea9,中国数据安全50强缘何选择经开区,现代快报,1735062314,0,http://dz.xdkb.net/html/2024-12/25/content_651759.htm,☆☆☆☆☆,"[{'full_name': '曙光信息产业股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '00057892', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['216001', '001001', '002', '020006', '212001', '020001'], 'subject_importance_list': None}]",曙光信息产业股份有限公司
274f75ea06e8eafd,华创证券研报：推荐算力主线内四个细分板块投资机会,北京证券网-股民天地,1734917482,0,http://www.bjzq.com.cn/hsgs/News/202412/20241223093122_367884_1.html,☆☆☆☆☆,"[{'full_name': '曙光信息产业股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '00057892', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['020006', '020001', '216001', '212001', '002', '001001'], 'subject_importance_list': None}]",曙光信息产业股份有限公司
2a599aa56de6438a,四大核心算力主线出炉 机构资金、融资客盯上这些股,东方财富网,1734913332,0,https://wap.eastmoney.com/a/202412233275267220.html,☆☆☆☆☆,"[{'full_name': '曙光信息产业股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '00057892', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['212001', '020006', '020001', '216001', '002', '001001'], 'subject_importance_list': None}]",曙光信息产业股份有限公司
ca09da5bce789f03,中科曙光上周获融资净买入2.45亿元，居两市第10位,网易,1734910973,0,https://www.163.com/dy/article/JK30DII80519QIKK.html,☆☆☆☆☆,"[{'full_name': '曙光信息产业股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '00057892', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['212001', '020001', '020006', '216001', '001001', '002'], 'subject_importance_list': None}]",曙光信息产业股份有限公司
2652c10e9475bc23,紫光国微：关于公司独立董事辞职的公告,深交所股票,1735557636,1,http://static.cninfo.com.cn/finalpage/2024-12-31/1222183038.PDF,★★★☆☆,"[{'full_name': '紫光国芯微电子股份有限公司', 'subject_importance': 3, 'subject_risk': '管理预警--核心人员离职', 'orgid': '03131126', 'subject_code': None, 'subject_name': None, 'emotion': 'NEG', 'subject_risk_list': ['R00006', 'R00006003', 'R00006004'], 'org_types': ['212100', '216001', '002', '020006', '001001'], 'subject_importance_list': ['stock@3', 'bond@3']}]",紫光国芯微电子股份有限公司
84cc008db4e44ef8,紫光国微：暂未参与该项目,新浪财经,1735303893,0,https://finance.sina.com.cn/stock/relnews/dongmiqa/2024-12-27/doc-ineaxeft7410484.shtml,☆☆☆☆☆,"[{'full_name': '紫光国芯微电子股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '03131126', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['020006', '216001', '001001', '212100', '002'], 'subject_importance_list': None}]",紫光国芯微电子股份有限公司
f1661a032f8e43ff,紫光国微:子公司深圳国微电子拥有专用ASIC/SoC芯片产品,新浪财经,1735303874,0,https://finance.sina.com.cn/stock/relnews/dongmiqa/2024-12-27/doc-ineaxefr2459723.shtml,☆☆☆☆☆,"[{'full_name': '紫光国芯微电子股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '03131126', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['020006', '216001', '001001', '212100', '002'], 'subject_importance_list': None}]",紫光国芯微电子股份有限公司
9b5b7571b925871c,紫光国微:产品聚焦特种集成电路、智能安全芯片，资金充沛，资产负责率较低,新浪财经,1735303873,0,https://finance.sina.com.cn/stock/relnews/dongmiqa/2024-12-27/doc-ineaxeft7410471.shtml,☆☆☆☆☆,"[{'full_name': '紫光国芯微电子股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '03131126', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['020006', '216001', '001001', '212100', '002'], 'subject_importance_list': None}]",紫光国芯微电子股份有限公司
923bd41ad8bfdf1d,紫光国微：12 月 27 日推动产品量产工作,和讯股票,1735303150,0,https://stock.hexun.com/2024-12-27/216462803.html,☆☆☆☆☆,"[{'full_name': '紫光国芯微电子股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '03131126', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['020006', '216001', '001001', '212100', '002'], 'subject_importance_list': None}]",紫光国芯微电子股份有限公司
3939407e9232b4d0,紫光国微：公司暂时没有参与千帆星座项目,金融界财经,1735301889,0,https://finance.jrj.com.cn/2024/12/27195546897419.shtml,☆☆☆☆☆,"[{'full_name': '紫光国芯微电子股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '03131126', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['020006', '216001', '001001', '212100', '002'], 'subject_importance_list': None}]",紫光国芯微电子股份有限公司
57181085d78007f3,紫光国微：公司为国内主要的综合性集成电路上市公司之一，产品聚焦特种集成电路、智能安全芯片两大主业,金融界财经,1735301883,0,https://finance.jrj.com.cn/2024/12/27195346897420.shtml,☆☆☆☆☆,"[{'full_name': '紫光国芯微电子股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '03131126', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['020006', '216001', '001001', '212100', '002'], 'subject_importance_list': None}]",紫光国芯微电子股份有限公司
93933b2b2e9d8489,紫光国微：公司的专用ASIC/SoC芯片针对的是特定用户,金融界财经,1735301882,0,https://finance.jrj.com.cn/2024/12/27195046897422.shtml,☆☆☆☆☆,"[{'full_name': '紫光国芯微电子股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '03131126', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['020006', '216001', '001001', '212100', '002'], 'subject_importance_list': None}]",紫光国芯微电子股份有限公司
da760ea92598b46d,紫光国微：公司特种集成电路产品主要用于对产品可靠性要求较高的应用场景，与通用产品有不同的应用场景和产品性能要求,金融界财经,1735301882,0,https://finance.jrj.com.cn/2024/12/27195046897421.shtml,☆☆☆☆☆,"[{'full_name': '紫光国芯微电子股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '03131126', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['020006', '216001', '001001', '212100', '002'], 'subject_importance_list': None}]",紫光国芯微电子股份有限公司
6f033e5e84f479d4,紫光国微：2.5D/3D封装将根据产线运行择机启动,金融界财经,1735301282,0,https://finance.jrj.com.cn/2024/12/27194346896429.shtml,☆☆☆☆☆,"[{'full_name': '紫光国芯微电子股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': '03131126', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['020006', '216001', '001001', '212100', '002'], 'subject_importance_list': None}]",紫光国芯微电子股份有限公司
3e54492abba2106b,一图读懂 | 科创板上市公司2024年度重要科技创新成果盘点,新浪财经,1735565160,0,https://finance.sina.com.cn/roll/2024-12-30/doc-inechfyr3346711.shtml,☆☆☆☆☆,"[{'full_name': '澜起科技股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'Q0044AA455', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['001001', '020011', '212001', '216011'], 'subject_importance_list': None}]",澜起科技股份有限公司
cd7e38f4e1ed0ccd,中邮证券：给予澜起科技买入评级,证券之星,1735533388,0,https://wap.stockstar.com/detail/RB2024123000012121,☆☆☆☆☆,"[{'full_name': '澜起科技股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'Q0044AA455', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['216011', '001001', '212001', '020011'], 'subject_importance_list': None}]",澜起科技股份有限公司
5108848c65112682,澜起科技在西安投资成立电子设计公司,搜狐-江苏省,1735530925,0,https://www.sohu.com/a/843333237_422199,☆☆☆☆☆,"[{'full_name': '澜起科技股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'Q0044AA455', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['216011', '001001', '212001', '020011'], 'subject_importance_list': None}]",澜起科技股份有限公司
631f49f4493ad06,减持速报 | 财富趋势(688318.SH)、川润股份(002272.SZ)等高管集体减持计划披露,新浪财经,1735527017,2,https://finance.sina.com.cn/jjxw/2024-12-30/doc-inecfenx4639057.shtml,★★☆☆☆,"[{'full_name': '澜起科技股份有限公司', 'subject_importance': 2, 'subject_risk': '市场预警--减持套现', 'orgid': 'Q0044AA455', 'subject_code': None, 'subject_name': None, 'emotion': 'NEG', 'subject_risk_list': ['R00003', 'R00003036'], 'org_types': ['001001', '216011', '212001', '020011'], 'subject_importance_list': ['stock@2']}]",澜起科技股份有限公司
e9695a911984a94a,基金公司自购股票型基金超26亿元 创年度历史新高,天天基金网,1735494700,0,https://fund.eastmoney.com/a/202412303281992954.html,☆☆☆☆☆,"[{'full_name': '澜起科技股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'Q0044AA455', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['216011', '212001', '001001', '020011'], 'subject_importance_list': None}]",澜起科技股份有限公司
873872be33c6bc4d,估值2000亿！荣耀IPO进程渐近,格隆汇资讯-公司信息,1735464013,0,https://www.gelonghui.com/news/4918614,☆☆☆☆☆,"[{'full_name': '澜起科技股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'Q0044AA455', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['001001', '216011', '212001', '020011'], 'subject_importance_list': None}]",澜起科技股份有限公司
4097c1172054b52c,澜起科技：股东拟减持不超过2%的股份,同花顺iNews,1735341025,0,http://stock.10jqka.com.cn/20241228/c664984367.shtml,★★☆☆☆,"[{'full_name': '澜起科技股份有限公司', 'subject_importance': 2, 'subject_risk': '市场预警--减持套现', 'orgid': 'Q0044AA455', 'subject_code': None, 'subject_name': None, 'emotion': 'NEG', 'subject_risk_list': ['R00003', 'R00003036'], 'org_types': ['020011', '212001', '001001', '216011'], 'subject_importance_list': ['stock@2']}]",澜起科技股份有限公司
aedd00300933749,澜起科技股东拟减持1144.79万股套现8.64亿元,新浪财经,1735314658,0,https://finance.sina.com.cn/stock/aiassist/jc/2024-12-27/doc-ineaxqvp7254464.shtml,★★☆☆☆,"[{'full_name': '澜起科技股份有限公司', 'subject_importance': 2, 'subject_risk': '市场预警--股份减持', 'orgid': 'Q0044AA455', 'subject_code': None, 'subject_name': None, 'emotion': 'NEG', 'subject_risk_list': ['R00003', 'R00003006'], 'org_types': ['020011', '212001', '001001', '216011'], 'subject_importance_list': ['stock@2']}]",澜起科技股份有限公司
3bffd5dd72b2f39d,澜起科技：股东集中竞价减持股份计划,同花顺整理,1735300648,0,https://www.chinastarmarket.cn/detail/1902537,★★☆☆☆,"[{'full_name': '澜起科技股份有限公司', 'subject_importance': 2, 'subject_risk': '市场预警--减持套现', 'orgid': 'Q0044AA455', 'subject_code': None, 'subject_name': None, 'emotion': 'NEG', 'subject_risk_list': ['R00003', 'R00003036'], 'org_types': ['020011', '212001', '001001', '216011'], 'subject_importance_list': ['stock@2']}]",澜起科技股份有限公司
984330f8e916b979,澜起科技(688008.SH)：多名股东拟合计减持不超过2%股份,格隆汇资讯-公司信息,1735300108,0,https://www.gelonghui.com/news/4918464,★★☆☆☆,"[{'full_name': '澜起科技股份有限公司', 'subject_importance': 2, 'subject_risk': '市场预警--股份减持', 'orgid': 'Q0044AA455', 'subject_code': None, 'subject_name': None, 'emotion': 'NEG', 'subject_risk_list': ['R00003', 'R00003006'], 'org_types': ['020011', '212001', '001001', '216011'], 'subject_importance_list': ['stock@2']}]",澜起科技股份有限公司
873872be33c6bc4d,估值2000亿！荣耀IPO进程渐近,格隆汇资讯-公司信息,1735464013,0,https://www.gelonghui.com/news/4918614,☆☆☆☆☆,"[{'full_name': '长沙景嘉微电子股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'T000125853', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['216003', '020006', '212100', '001001'], 'subject_importance_list': None}]",长沙景嘉微电子股份有限公司
3aa8c14409934a2d,景嘉微：景宏系列为面向AI训练、AI推理和科学计算的高性能智算模块及整机产品,金融界财经,1735221916,0,https://finance.jrj.com.cn/2024/12/26214246865806.shtml,☆☆☆☆☆,"[{'full_name': '长沙景嘉微电子股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'T000125853', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['001001', '216003', '212100', '020006'], 'subject_importance_list': None}]",长沙景嘉微电子股份有限公司
995c66399425297e,景嘉微：公司景宏系列高性能智算模块及整机产品是公司研发的面向AI训练、AI推理和科学计算等领域的系列产品,证券之星股票,1735221411,0,https://stock.stockstar.com/IG2024122600034579.shtml,☆☆☆☆☆,"[{'full_name': '长沙景嘉微电子股份有限公司', 'subject_importance': None, 'subject_risk': None, 'orgid': 'T000125853', 'subject_code': None, 'subject_name': None, 'emotion': 'NEU', 'subject_risk_list': [], 'org_types': ['001001', '216003', '212100', '020006'], 'subject_importance_list': None}]",长沙景嘉微电子股份有限公司
